clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A24	A25	A26	A27	A28	A2	A30	A34	A35	A38	A39	A3	A40	A4	A5	A6	A7	A8	A9
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	1430	917	3125	1947	586	833	1055	1642	7440	8267	2922	11726	1822	506	4649	8208	12467	1264	686	8683	1366	10285	4277	3521	7162	296	600	1452
d__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	4021	3614	16999	3430	1350	1727	679	2436	21903	19299	5299	29917	2712	995	15692	13821	12390	2151	560	11132	6961	31111	7356	7547	17803	340	792	3128
d__Bacteria|p__Firmicutes|c__Negativicutes	60562	68732	167862	54584	24575	37199	19407	15551	282562	1190210	99513	1176113	312395	45968	362097	229870	196696	123762	24288	59598	96955	903661	123886	71712	388549	63953	17499	32593
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	692	94	378	50	43	53	33	36	664	1064	83	1314	17288	126	467	5525	193	46	51	117	285	5114	209	80	355	682	83	37
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	692	94	378	50	43	53	33	36	664	1064	83	1314	17288	126	467	5525	193	46	51	117	285	5114	209	80	355	682	83	37
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus	296	52	240	25	28	21	12	20	382	632	50	782	241	74	298	2380	99	31	20	70	227	3634	89	40	200	20	55	22
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	130	30	133	12	15	20	10	10	256	516	27	454	140	40	163	1030	33	19	14	42	41	2595	63	25	127	12	31	12
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans	165	21	106	13	13	1	2	10	125	115	22	327	100	34	135	1349	66	12	6	28	185	1038	25	15	73	8	24	10
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	395	41	138	25	15	32	21	16	282	431	33	532	17047	52	168	3144	94	15	30	47	58	1480	120	40	154	662	27	15
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	146	10	104	9	0	25	10	2	59	113	21	127	8431	40	87	1286	16	0	12	22	18	234	14	24	30	310	22	7
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	249	31	33	15	15	6	10	13	223	318	11	404	8615	11	80	1858	77	15	18	24	39	1245	106	15	123	352	5	7
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	15598	19806	134055	20388	8746	35126	12449	11381	119000	175047	58651	1052483	62522	3849	198537	128274	157914	16154	9905	53228	64624	673463	30317	45235	207802	7803	2826	10503
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae	234	113	428	98	80	62	99	73	729	2485	122	1489	605	81	608	1422	327	81	136	192	159	2843	359	138	466	97	47	97
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Sporomusa	57	15	121	24	18	15	10	21	142	465	44	523	91	30	167	456	124	12	11	41	51	1197	43	29	112	24	14	17
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Sporomusa|s__Sporomusa_termitida	57	15	121	24	18	15	10	21	142	465	44	523	91	30	167	456	124	12	11	41	51	1197	43	29	112	24	14	17
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Methylomusa	65	16	41	10	8	9	8	11	90	593	10	299	81	5	110	349	45	17	25	24	17	506	72	14	99	9	1	7
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Methylomusa|s__Methylomusa_anaerophila	65	16	41	10	8	9	8	11	90	593	10	299	81	5	110	349	45	17	25	24	17	506	72	14	99	9	1	7
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus	111	82	266	64	54	38	81	40	496	1426	67	666	433	46	329	616	157	51	100	126	91	1140	243	95	254	64	31	73
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus|s__Pelosinus_sp._UFO1	45	49	129	41	29	21	36	19	269	941	34	418	345	26	137	225	90	30	55	53	54	838	153	52	149	47	17	41
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae|g__Pelosinus|s__Pelosinus_fermentans	65	33	136	22	24	17	45	21	226	485	33	247	87	19	192	390	67	21	44	73	36	301	89	42	105	16	14	31
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	15364	19693	133626	20290	8666	35064	12349	11307	118271	172562	58529	1050994	61916	3768	197928	126852	157586	16072	9768	53036	64465	670619	29958	45096	207335	7706	2779	10406
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas	64	74	329	54	27	33	39	43	381	1034	73	674	111	34	327	294	426	24	53	72	62	1045	173	80	325	23	30	42
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_hypermegale	64	74	329	54	27	33	39	43	381	1034	73	674	111	34	327	294	426	24	53	72	62	1045	173	80	325	23	30	42
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas	15300	19618	133296	20236	8639	35031	12310	11264	117889	171528	58456	1050320	61805	3733	197600	126557	157160	16048	9715	52964	64403	669574	29784	45016	207009	7683	2749	10364
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_ruminantium	176	115	404	61	48	96	35	36	461	940	108	2512	377	52	898	1244	233	56	30	151	127	2310	129	123	602	69	41	40
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp._oral_taxon_478	461	1827	3048	715	636	1269	342	283	4344	10932	2624	57125	3024	102	8146	4302	5094	669	481	980	5425	34152	1513	2195	10538	493	83	536
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp._oral_taxon_136	505	1836	3874	859	619	1575	466	377	5233	11379	3339	62013	3828	105	9457	4958	6982	820	488	1344	6795	33181	1788	2892	11310	482	72	696
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp._oral_taxon_920	1638	4073	12352	4036	2591	6116	1819	1012	21834	61318	15908	328863	16909	311	36463	21204	27961	3612	2359	4109	12212	186825	7407	12421	58223	955	239	2954
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sp._oral_taxon_126	2303	6331	27214	6000	2885	7697	2646	3341	30784	68294	18382	372760	22544	419	46390	26650	38837	4108	3763	6982	20136	201411	9439	15191	67026	1298	291	3878
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sputigena	10213	5434	86402	8562	1857	18274	6999	6212	55231	18663	18092	227044	15121	2743	96244	68198	78051	6781	2591	39396	19705	211693	9504	12191	59309	4383	2020	2256
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	44271	48831	33429	34145	15785	2019	6924	4133	162897	1014098	40777	122314	232583	41992	163092	96070	38588	107561	14331	6252	32045	225083	93359	26396	180391	55467	14588	22052
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	44271	48831	33429	34145	15785	2019	6924	4133	162897	1014098	40777	122314	232583	41992	163092	96070	38588	107561	14331	6252	32045	225083	93359	26396	180391	55467	14588	22052
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	220	46778	18454	29368	15048	473	5445	2097	83011	942509	12123	2837	226751	149	10278	891	31900	102113	13431	4990	13007	17130	74154	6223	5670	55025	85	20200
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	21	26362	1111	7197	8866	197	731	332	37478	83696	559	559	25893	22	921	127	4848	3148	905	400	3261	1434	22773	1047	2556	25461	6	9756
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rodentium	38	2908	255	614	378	22	231	65	2921	20403	180	395	3541	55	254	233	563	804	563	112	764	1910	1963	217	368	1840	29	429
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	160	17507	17088	21555	5804	254	4482	1698	42611	838410	11384	1882	197317	71	9102	530	26488	98159	11963	4477	8982	13784	49417	4958	2745	27723	49	10014
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	280	541	715	81	91	144	83	70	1158	1910	192	2589	993	260	1053	2123	365	103	122	271	798	10242	371	205	699	143	172	102
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_hexanoica	75	163	95	25	36	33	30	12	360	613	40	719	128	63	183	561	131	36	32	91	476	3233	146	52	215	36	21	42
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_stantonii	84	178	252	24	21	55	20	32	324	690	78	799	536	63	432	629	110	27	43	101	115	3436	80	62	224	49	37	31
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_elsdenii	121	200	366	32	33	56	31	26	474	606	73	1070	329	134	437	932	123	39	46	78	206	3573	145	89	260	58	113	29
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister	43770	1512	14258	4695	645	1400	1396	1965	78726	69678	28461	116887	4838	41582	151761	93056	6322	5344	776	989	18238	197710	18832	19968	174020	298	14330	1749
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp._Marseille-P5638	58	46	476	18	15	4	7	22	1926	606	116	3009	1495	494	222	1567	40	67	31	14	392	34626	235	96	426	71	173	22
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_sp._5BBH33	102	149	468	17	43	31	13	42	1616	563	74	3423	2249	895	424	1726	49	96	44	41	568	33322	343	118	342	136	210	106
d__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes	43609	1316	13313	4659	586	1364	1375	1900	75183	68509	28270	110454	1092	40192	151113	89762	6232	5181	700	933	17277	129761	18253	19753	173251	89	13946	1620
d__Bacteria|p__Firmicutes|c__Clostridia	61750	43250	107516	25949	21873	14366	13132	23760	362394	417622	59506	592033	99712	34386	170673	292624	87269	14507	11403	66671	40683	836402	98254	68492	283356	9682	36286	38383
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales	27	9	45	7	11	8	2	9	103	219	24	161	134	25	114	145	41	7	10	17	21	328	41	19	72	10	14	10
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales|f__Natranaerobiaceae	27	9	45	7	11	8	2	9	103	219	24	161	134	25	114	145	41	7	10	17	21	328	41	19	72	10	14	10
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales|f__Natranaerobiaceae|g__Natranaerobius	27	9	45	7	11	8	2	9	103	219	24	161	134	25	114	145	41	7	10	17	21	328	41	19	72	10	14	10
d__Bacteria|p__Firmicutes|c__Clostridia|o__Natranaerobiales|f__Natranaerobiaceae|g__Natranaerobius|s__Natranaerobius_thermophilus	27	9	45	7	11	8	2	9	103	219	24	161	134	25	114	145	41	7	10	17	21	328	41	19	72	10	14	10
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales	274	137	475	140	86	85	81	114	1041	1890	271	1915	407	105	692	819	892	88	110	313	176	1886	373	304	915	73	122	147
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|g__Anoxybacter	39	21	90	22	6	12	8	12	171	286	71	291	70	25	106	143	97	12	19	27	50	440	54	66	131	12	31	35
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|g__Anoxybacter|s__Anoxybacter_fermentans	39	21	90	22	6	12	8	12	171	286	71	291	70	25	106	143	97	12	19	27	50	440	54	66	131	12	31	35
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae	55	30	132	46	23	27	27	40	243	459	66	402	43	21	134	158	252	14	26	116	42	249	105	57	164	10	26	36
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Acetohalobium	23	6	52	23	10	10	6	8	132	197	38	120	18	8	73	75	108	2	5	44	25	164	51	34	62	2	14	16
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Acetohalobium|s__Acetohalobium_arabaticum	23	6	52	23	10	10	6	8	132	197	38	120	18	8	73	75	108	2	5	44	25	164	51	34	62	2	14	16
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Halobacteroides	31	24	80	23	13	17	21	32	111	262	28	281	25	13	61	82	144	12	21	72	17	85	54	23	102	8	12	20
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halobacteroidaceae|g__Halobacteroides|s__Halobacteroides_halobius	31	24	80	23	13	17	21	32	111	262	28	281	25	13	61	82	144	12	21	72	17	85	54	23	102	8	12	20
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae	179	86	253	72	56	45	46	61	627	1145	134	1222	294	59	452	517	542	62	64	170	84	1197	213	181	619	51	65	76
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halothermothrix	14	12	20	12	13	5	4	14	73	185	30	292	124	4	120	177	51	14	13	14	21	285	29	43	93	26	1	9
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halothermothrix|s__Halothermothrix_orenii	14	12	20	12	13	5	4	14	73	185	30	292	124	4	120	177	51	14	13	14	21	285	29	43	93	26	1	9
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halocella	25	27	31	20	12	6	9	9	101	319	27	274	56	12	106	79	154	7	13	48	12	352	44	42	208	13	13	20
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halocella|s__Halocella_sp._SP3-1	25	27	31	20	12	6	9	9	101	319	27	274	56	12	106	79	154	7	13	48	12	352	44	42	208	13	13	20
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium	140	46	201	40	30	34	33	38	452	640	77	655	113	43	225	260	336	40	37	108	51	558	140	96	317	12	51	46
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium|s__Halanaerobium_hydrogeniformans	23	23	60	16	16	9	11	11	139	224	26	236	37	12	142	128	100	7	17	38	21	162	40	37	85	3	22	19
d__Bacteria|p__Firmicutes|c__Clostridia|o__Halanaerobiales|f__Halanaerobiaceae|g__Halanaerobium|s__Halanaerobium_praevalens	117	23	141	24	14	25	22	27	312	416	50	419	76	31	83	131	236	33	20	70	30	396	100	59	231	9	29	27
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales	615	388	2133	465	366	442	313	440	3646	7184	907	7295	1265	499	2619	3042	3092	278	333	1713	526	5148	1268	976	3815	185	553	423
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|s__Thermoanaerobacterales_bacterium_SK-G1	21	15	64	16	5	17	9	28	126	137	35	271	33	8	143	261	65	3	13	70	20	229	12	49	115	3	6	14
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_IV._Incertae_Sedis	25	15	121	22	12	15	27	20	222	231	63	494	30	4	106	121	134	5	24	94	20	176	48	32	186	9	4	11
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_IV._Incertae_Sedis|g__Mahella	25	15	121	22	12	15	27	20	222	231	63	494	30	4	106	121	134	5	24	94	20	176	48	32	186	9	4	11
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_IV._Incertae_Sedis|g__Mahella|s__Mahella_australiensis	25	15	121	22	12	15	27	20	222	231	63	494	30	4	106	121	134	5	24	94	20	176	48	32	186	9	4	11
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermodesulfobiaceae	52	24	17	8	24	7	2	4	86	126	24	128	16	29	55	39	3	9	13	29	12	89	21	21	75	1	37	14
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermodesulfobiaceae|g__Thermodesulfobium	52	24	17	8	24	7	2	4	86	126	24	128	16	29	55	39	3	9	13	29	12	89	21	21	75	1	37	14
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermodesulfobiaceae|g__Thermodesulfobium|s__Thermodesulfobium_narugense	4	8	16	4	13	5	0	3	43	68	14	69	5	13	14	14	1	7	2	25	9	70	13	15	45	1	14	5
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermodesulfobiaceae|g__Thermodesulfobium|s__Thermodesulfobium_acidiphilum	48	15	1	4	10	2	2	1	42	57	9	58	10	16	41	24	2	1	10	3	3	18	7	5	29	0	23	8
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae	218	138	775	180	168	144	120	153	1294	2954	319	2478	474	161	930	1316	1080	95	144	528	226	2243	434	360	1241	81	174	163
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Carboxydothermus	11	10	31	7	5	4	13	20	103	185	56	112	21	4	65	62	53	10	6	63	10	56	23	54	38	4	1	6
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Carboxydothermus|s__Carboxydothermus_hydrogenoformans	11	10	31	7	5	4	13	20	103	185	56	112	21	4	65	62	53	10	6	63	10	56	23	54	38	4	1	6
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermacetogenium	13	18	84	8	15	13	14	1	100	488	28	186	62	24	103	201	56	10	9	3	16	330	31	32	44	13	15	14
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermacetogenium|s__Thermacetogenium_phaeum	13	18	84	8	15	13	14	1	100	488	28	186	62	24	103	201	56	10	9	3	16	330	31	32	44	13	15	14
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermanaeromonas	19	4	30	26	1	18	6	9	58	145	26	142	31	3	83	44	64	6	12	32	14	87	20	26	104	0	6	13
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermanaeromonas|s__Thermanaeromonas_toyohensis	19	4	30	26	1	18	6	9	58	145	26	142	31	3	83	44	64	6	12	32	14	87	20	26	104	0	6	13
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Tepidanaerobacter	20	14	32	13	31	20	4	6	134	237	21	240	31	12	97	85	76	5	10	24	25	163	42	19	112	7	20	15
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Tepidanaerobacter|s__Tepidanaerobacter_acetatoxydans	20	14	32	13	31	20	4	6	134	237	21	240	31	12	97	85	76	5	10	24	25	163	42	19	112	7	20	15
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Caldanaerobacter	32	15	69	32	11	15	16	29	177	211	27	329	50	7	139	140	315	9	13	154	18	183	73	35	207	8	11	18
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Caldanaerobacter|s__Caldanaerobacter_subterraneus	32	15	69	32	11	15	16	29	177	211	27	329	50	7	139	140	315	9	13	154	18	183	73	35	207	8	11	18
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Ammonifex	8	7	14	2	3	2	3	8	51	70	4	209	64	1	33	163	3	8	7	10	4	177	13	8	57	18	4	7
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Ammonifex|s__Ammonifex_degensii	8	7	14	2	3	2	3	8	51	70	4	209	64	1	33	163	3	8	7	10	4	177	13	8	57	18	4	7
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Moorella	27	3	43	5	8	3	6	3	64	397	6	141	22	12	91	147	12	1	13	3	17	359	22	11	42	2	8	9
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Moorella|s__Moorella_thermoacetica	27	3	43	5	8	3	6	3	64	397	6	141	22	12	91	147	12	1	13	3	17	359	22	11	42	2	8	9
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter	87	66	470	87	92	68	56	76	605	1220	149	1116	192	97	318	472	499	45	73	239	121	886	208	175	636	28	108	79
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_pseudethanolicus	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_ethanolicus	0	0	11	8	26	14	0	0	125	114	13	191	3	0	25	29	20	25	0	4	4	56	17	24	73	0	0	5
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_mathranii	0	0	15	2	12	0	0	0	48	17	6	86	8	11	15	120	2	2	4	0	4	27	0	0	62	0	0	23
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_siderophilus	12	10	81	20	7	5	29	24	30	81	43	88	38	0	62	14	148	0	25	41	40	59	75	34	88	13	0	12
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_wiegelii	10	4	47	2	10	0	5	14	32	27	16	89	21	6	20	62	31	2	2	35	7	17	11	30	38	0	4	2
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_italicus	19	25	27	8	12	4	2	3	75	296	0	187	41	5	44	31	26	2	23	13	13	257	28	7	107	5	47	10
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_kivui	45	24	287	45	23	43	19	32	292	319	69	472	78	74	150	213	270	11	17	143	51	467	76	78	263	8	57	25
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis	298	195	1155	238	156	258	154	234	1917	3734	465	3922	711	296	1383	1304	1809	166	139	991	246	2409	751	512	2196	90	331	220
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Thermosediminibacter	12	6	35	6	7	7	3	3	79	93	4	236	12	3	37	83	54	3	3	14	7	72	36	13	259	2	15	7
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Thermosediminibacter|s__Thermosediminibacter_oceani	12	6	35	6	7	7	3	3	79	93	4	236	12	3	37	83	54	3	3	14	7	72	36	13	259	2	15	7
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Thermoanaerobacterium	119	94	443	116	64	136	76	108	859	1834	232	1777	333	124	688	611	921	74	61	445	88	1073	337	228	905	42	150	103
d__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacterales_Family_III._Incertae_Sedis|g__Thermoanaerobacterium|s__Thermoanaerobacterium_xylanolyticum	15	15	150	41	10	21	28	18	254	323	54	484	63	24	208	154	454	25	16	108	20	466	67	53	365	2	17	22
