clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A24	A25	A26	A27	A28	A2	A30	A34	A35	A38	A39	A3	A40	A4	A5	A6	A7	A8	A9
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_grimontii	0	0	0	0	0	0	0	3	8	0	0	0	0	0	3	0	0	0	0	0	0	28	0	0	0	0	1	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasivariicola	0	0	0	0	3	0	2	0	2	46	0	3	4	5	8	2	0	0	0	2	0	4	0	0	0	7	13	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_sp._LTGPAF-6F	0	0	0	0	6	0	0	0	27	0	0	9	9	12	12	0	0	0	0	0	0	0	0	0	0	0	11	0
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_sp._M5al	0	0	0	0	1	0	0	1	4	0	0	0	0	1	10	2	0	0	0	0	0	0	0	2	2	0	2	7
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_sp._FDAARGOS_511	0	0	10	0	0	0	2	0	10	31	3	6	12	13	1	3	0	0	1	1	1	3	3	1	1	13	47	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasipneumoniae	12	4	50	9	4	85	8	26	64	559	32	226	27	59	182	32	168	4	18	219	15	146	35	49	77	42	570	3
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	10	16	161	6	17	1	5	23	74	896	10	113	400	93	81	141	20	9	17	21	19	651	87	6	81	84	259	45
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola	16	6	96	2	6	1	0	4	14	277	23	64	103	96	198	135	3	0	3	5	1	367	26	11	19	87	264	5
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_aerogenes	22	13	120	21	16	4	15	19	142	1221	25	207	65	171	96	148	104	13	27	14	29	482	87	33	197	70	429	60
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_sp._WCHKl090001	22	2	7	3	4	0	4	2	18	69	1	64	155	86	42	95	38	4	8	5	6	302	4	7	21	60	281	13
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	280	159	443	106	190	112	64	135	367	5892	234	935	2549	3312	3312	1607	130	120	84	150	113	1728	166	223	528	827	6427	206
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_michiganensis	330	242	396	144	64	257	64	117	266	1415	28	1713	1381	702	539	1272	184	4	96	9	13	1043	25	60	730	425	1696	23
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	36218	67440	138023	96975	158035	10847	224194	10558	469805	13069952	93226	2420442	71015	672	488918	545949	125000	54193	889487	12300	16954	105125	667212	83646	416795	63410	739	476437
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	36218	67440	138023	96975	158035	10847	224194	10558	469805	13069952	93226	2420442	71015	672	488918	545949	125000	54193	889487	12300	16954	105125	667212	83646	416795	63410	739	476437
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Gallibacterium	14	37	46	22	59	22	60	18	119	3616	37	311	46	8	123	101	69	13	124	60	6	122	194	31	83	24	5	189
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Gallibacterium|s__Gallibacterium_anatis	14	37	46	22	59	22	60	18	119	3616	37	311	46	8	123	101	69	13	124	60	6	122	194	31	83	24	5	189
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Bibersteinia	19	26	41	10	78	17	114	15	268	4203	31	247	184	2	169	175	47	21	185	17	13	35	285	48	66	78	3	554
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Bibersteinia|s__Bibersteinia_trehalosi	19	26	41	10	78	17	114	15	268	4203	31	247	184	2	169	175	47	21	185	17	13	35	285	48	66	78	3	554
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Basfia	24	49	70	30	61	12	78	6	176	6941	32	1612	51	2	111	191	47	18	200	8	15	46	313	25	280	31	5	195
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Basfia|s__[Mannheimia]_succiniciproducens	24	49	70	30	61	12	78	6	176	6941	32	1612	51	2	111	191	47	18	200	8	15	46	313	25	280	31	5	195
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium	65	49	79	34	154	40	125	20	339	7181	67	1194	62	4	280	340	116	17	219	37	50	398	385	59	203	21	5	413
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium|s__Avibacterium_paragallinarum	24	17	37	14	99	21	59	11	171	4494	18	886	29	1	128	133	42	6	115	16	23	86	218	20	123	12	3	202
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium|s__Avibacterium_volantium	41	31	42	19	54	19	66	9	168	2686	49	308	33	3	151	207	74	10	104	20	26	312	167	39	80	8	2	210
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Glaesserella	72	90	178	30	480	36	364	27	626	10827	123	1425	269	2	493	461	113	36	570	47	31	137	634	137	273	180	9	1384
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Glaesserella|s__Glaesserella_sp._15-184	29	24	45	8	224	9	127	14	227	5944	75	383	49	2	111	144	9	8	193	5	15	60	277	62	68	24	0	523
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Glaesserella|s__Glaesserella_parasuis	43	65	133	22	256	26	236	12	398	4883	47	1042	219	0	382	316	104	27	376	42	16	77	356	74	205	155	9	860
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia	90	153	241	152	404	60	610	27	1278	14341	135	2180	292	16	632	479	226	58	694	28	55	586	983	218	475	167	15	2860
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia|s__Mannheimia_sp._USDA-ARS-USMARC-1261	18	27	64	6	99	5	128	6	290	3597	22	411	69	4	249	75	28	12	107	14	12	347	217	54	94	30	2	577
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia|s__Mannheimia_varigena	27	53	71	121	135	15	207	8	495	4248	89	639	85	7	138	164	138	31	275	4	20	102	313	104	190	63	9	1028
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Mannheimia|s__Mannheimia_haemolytica	44	72	105	24	169	39	274	13	493	6495	23	1128	138	5	243	239	59	13	311	8	22	135	452	58	190	73	3	1254
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|s__[Pasteurella]_aerogenes	48	42	18	26	90	12	106	20	160	4955	21	617	67	4	133	208	20	8	244	26	14	260	280	23	130	54	2	261
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|s__Pasteurellaceae_bacterium_NI1060	65	107	107	49	211	22	184	19	370	15923	102	3121	265	2	606	480	59	28	534	26	44	168	744	77	588	54	4	430
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Histophilus	148	130	361	75	118	103	113	62	775	5987	109	1691	155	47	747	531	251	32	213	194	101	639	590	118	514	38	37	312
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Histophilus|s__Histophilus_somni	148	130	361	75	118	103	113	62	775	5987	109	1691	155	47	747	531	251	32	213	194	101	639	590	118	514	38	37	312
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus	182	203	530	180	661	181	975	46	1961	21165	234	3609	434	142	1253	1066	373	95	1148	67	74	742	1355	361	1091	235	158	4671
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_equuli	13	21	36	9	45	42	80	1	204	2006	22	402	41	38	108	44	17	32	83	6	5	93	137	30	78	15	50	610
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_lignieresii	15	9	37	5	33	22	57	2	154	2370	32	320	17	4	54	56	26	3	126	5	6	39	117	34	96	14	8	286
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_delphinicola	14	34	70	16	39	30	54	4	163	1780	26	255	30	9	138	54	64	6	79	19	8	55	127	32	111	5	5	203
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_succinogenes	17	40	96	31	77	12	103	15	158	3246	47	307	27	43	446	192	89	6	280	12	16	69	170	73	90	15	41	231
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_suis	20	6	80	17	79	12	124	8	228	1940	12	205	43	26	80	50	61	4	151	1	5	23	98	44	124	28	20	666
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_porcitonsillarum	31	33	81	11	217	27	285	8	493	2857	34	635	97	8	157	197	27	17	164	17	12	293	262	70	210	73	15	1476
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Actinobacillus|s__Actinobacillus_pleuropneumoniae	68	56	127	88	168	33	269	6	557	6962	57	1482	175	12	267	471	87	25	263	4	20	167	441	75	379	82	16	1195
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella	243	197	436	127	470	70	356	44	1074	34036	172	5502	723	91	1174	1541	222	144	976	75	87	4413	1664	202	1087	475	239	1551
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_dagmatis	28	22	26	9	54	28	60	5	136	4044	11	557	26	0	178	124	39	4	97	0	6	129	214	31	205	11	0	325
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Pasteurella|s__Pasteurella_multocida	215	174	409	117	415	41	295	39	938	29991	160	4944	697	91	996	1417	183	139	878	75	81	4283	1450	170	882	463	239	1225
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	10068	47622	89254	84932	84142	5769	170579	7717	295251	2253838	44825	130662	66845	164	47619	43523	109727	28309	473341	8523	12074	9077	200426	54243	38420	60745	159	348351
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_aegyptius	24	36	147	36	75	4	367	7	339	5104	36	1387	9	0	104	223	111	41	1114	19	9	4	411	101	325	4	0	176
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__[Haemophilus]_ducreyi	32	45	110	81	97	21	166	21	408	3569	60	1447	86	27	186	348	107	13	196	22	17	298	327	53	425	65	12	750
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_pittmaniae	127	385	519	767	578	48	723	29	1927	34112	328	3660	664	4	1327	1820	517	158	1860	28	55	299	2038	190	702	524	0	3515
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_sp._oral_taxon_036	396	1997	2469	2434	2108	213	12087	456	12963	62777	1477	4238	860	3	2357	1267	5213	2518	35392	526	661	564	9027	4004	1254	793	1	4868
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parahaemolyticus	983	1756	11034	120	33507	789	11077	411	7601	16527	162	4104	1245	2	3152	1334	226	96	5406	58	58	143	1512	1004	869	1035	1	28152
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_influenzae	2639	6045	14617	8801	10822	909	37706	2106	50360	353889	5859	64806	5056	42	13611	11524	21772	6194	122593	2797	3685	3100	40702	14250	14344	3902	62	29982
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_haemolyticus	2724	9574	22693	17341	15651	1297	86506	4150	128014	337519	9942	25212	4539	49	13756	5893	45234	10769	267483	4490	5660	2735	63676	28195	10333	3126	52	43408
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	3140	27781	37662	55348	21302	2485	21943	534	93634	1440338	26959	25805	54383	34	13122	21110	36545	8517	39292	579	1926	1931	82729	6442	10164	51292	30	237497
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	25174	18730	46656	11303	71100	4498	50523	2532	167402	10686932	47333	2268266	1616	184	435572	496846	13723	25409	411032	3186	4383	88496	459354	28098	373578	1304	95	115262
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_actinomycetemcomitans	2485	1076	797	1379	1445	97	1807	119	3401	166353	680	32639	658	11	6340	5311	470	384	6106	53	121	1447	10441	1698	5433	588	14	3727
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_aphrophilus	7861	6453	9752	3900	18354	1049	21850	1018	41692	2034854	10281	417448	767	119	83770	248194	3874	5648	172867	998	991	21761	95237	5696	65622	592	24	36494
d__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter|s__Aggregatibacter_segnis	14827	11200	36106	6023	51299	3351	26866	1394	122308	8485725	36372	1818178	191	53	345462	243341	9378	19377	232059	2134	3271	65288	353675	20703	302523	122	56	75039
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria	68907	218444	447236	191475	525871	36361	500929	10471	704138	8517944	156136	1836462	387831	4269	427378	1126842	236262	523768	577691	16321	82869	179308	364024	119129	73201	245415	3360	1351407
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Tremblaya	0	1	1	3	0	1	2	0	1	449	3	4	1	1	8	0	5	0	1	2	0	3	13	1	0	1	1	8
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Tremblaya|s__Candidatus_Tremblaya_princeps	0	1	1	3	0	1	2	0	1	449	3	4	1	1	8	0	5	0	1	2	0	3	13	1	0	1	1	8
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Nasuia	0	1	1	0	0	0	1	0	1	4	1	2	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Nasuia|s__Candidatus_Nasuia_deltocephalinicola	0	1	1	0	0	0	1	0	1	4	1	2	0	0	0	0	0	0	4	0	0	0	1	0	0	1	0	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Profftella	0	2	0	0	6	0	2	4	23	19	1	41	2	5	24	3	1	1	5	4	2	4	8	4	22	0	8	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Profftella|s__Candidatus_Profftella_armatura	0	2	0	0	6	0	2	4	23	19	1	41	2	5	24	3	1	1	5	4	2	4	8	4	22	0	8	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Accumulibacter	11	25	50	2	20	1	3	9	43	499	2	268	106	6	71	118	3	12	13	2	10	550	36	8	74	18	9	26
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Accumulibacter|s__Candidatus_Accumulibacter_phosphatis	11	25	50	2	20	1	3	9	43	499	2	268	106	6	71	118	3	12	13	2	10	550	36	8	74	18	9	26
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|s__beta_proteobacterium_CB	1	2	9	1	14	0	9	0	22	68	7	20	3	0	11	4	2	0	3	1	4	48	8	7	1	1	0	2
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|s__Betaproteobacteria_bacterium_GR16-43	11	3	21	1	9	4	4	1	19	30	2	155	14	0	30	80	8	3	7	4	10	91	6	5	36	7	1	11
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium	68	41	209	29	34	12	25	17	235	924	42	364	35	74	158	104	145	13	42	46	25	105	138	42	183	6	86	36
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_blastocrithidii	1	5	12	2	6	0	1	2	13	111	2	19	8	8	11	7	3	0	4	0	2	17	19	6	5	4	5	2
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_galatii	6	6	36	9	2	2	4	4	44	225	13	45	1	4	8	18	59	0	4	15	4	15	35	7	55	0	1	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_oncopeltii	6	4	3	1	1	1	2	0	39	50	1	29	6	1	60	12	2	3	7	2	3	19	9	7	25	0	2	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_crithidii	10	10	23	3	10	2	2	7	32	99	11	77	8	27	19	15	26	2	10	5	3	19	15	7	14	0	39	7
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_desouzaii	12	10	124	3	8	3	10	2	49	382	11	93	4	0	27	14	12	3	10	4	5	22	37	10	32	2	3	10
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|g__Candidatus_Kinetoplastibacterium|s__Candidatus_Kinetoplastibacterium_sorsogonicusi	32	5	9	10	6	4	6	1	57	56	3	99	8	34	31	35	42	4	7	19	7	13	22	5	51	0	35	9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	299	206	510	151	307	106	138	79	1007	4694	131	2903	589	134	755	2412	295	76	399	151	151	3230	285	160	655	179	161	492
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae	31	11	32	18	30	7	13	7	57	812	22	160	121	8	68	177	33	5	39	8	11	215	37	25	50	27	6	36
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Dechloromonas	31	11	32	18	30	7	13	7	57	812	22	160	121	8	68	177	33	5	39	8	11	215	37	25	50	27	6	36
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Dechloromonas|s__Dechloromonas_sp._HYN0024	11	7	13	8	11	1	6	4	23	386	6	90	68	1	27	122	20	4	27	3	4	114	17	14	19	17	2	16
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Dechloromonas|s__Dechloromonas_aromatica	19	4	19	10	19	6	7	2	34	426	16	69	53	7	40	55	13	1	12	5	7	101	20	11	31	10	4	19
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	86	33	121	23	49	11	32	41	134	1081	29	558	63	27	223	472	54	17	77	59	42	1531	87	45	160	38	26	107
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Aromatoleum	9	8	26	3	10	8	7	1	32	46	6	160	16	16	50	63	28	3	15	5	9	111	7	13	37	3	21	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Aromatoleum|s__Aromatoleum_aromaticum	9	8	26	3	10	8	7	1	32	46	6	160	16	16	50	63	28	3	15	5	9	111	7	13	37	3	21	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azospira	21	14	11	7	27	0	16	5	38	722	13	192	27	7	64	58	7	5	43	11	9	181	47	11	29	5	5	40
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azospira|s__Azospira_oryzae	1	12	3	4	11	0	5	4	23	624	12	154	7	0	52	19	4	5	25	7	7	152	22	6	7	2	3	16
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Azospira|s__Azospira_sp._I09	20	2	7	2	16	0	11	1	15	97	1	37	20	7	11	39	3	0	18	3	1	28	24	4	21	2	1	23
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Oryzomicrobium	27	8	20	7	8	3	6	5	19	108	1	96	14	3	18	233	3	5	13	0	4	266	15	1	77	15	0	31
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|g__Oryzomicrobium|s__Oryzomicrobium_terrae	27	8	20	7	8	3	6	5	19	108	1	96	14	3	18	233	3	5	13	0	4	266	15	1	77	15	0	31
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae|s__Rhodocyclaceae_bacterium	27	2	63	6	3	0	3	29	44	204	8	109	5	0	90	115	15	4	5	42	20	972	17	19	15	14	0	23
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae	181	162	357	110	227	88	92	31	815	2799	80	2185	404	98	463	1762	207	53	283	84	98	1483	161	89	443	113	127	348
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|s__Zoogloeaceae_bacteirum_Par-f-2	0	9	11	5	20	0	3	0	20	172	5	597	12	0	10	67	19	6	18	0	7	37	39	0	64	3	0	6
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera	65	56	177	66	123	53	45	10	519	1626	29	731	113	45	212	1028	108	29	148	10	40	504	52	34	151	53	63	186
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_hydrothermalis	0	3	8	5	0	6	3	0	9	14	1	12	8	0	12	10	0	0	0	0	0	0	2	3	23	3	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_aromatica	8	9	15	2	11	3	4	2	62	60	4	88	6	0	30	81	1	0	24	0	4	19	8	5	15	5	1	28
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_chlorobenzoica	9	9	100	45	18	3	17	2	10	657	2	255	12	6	12	31	56	12	37	1	1	8	23	5	28	13	9	25
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_humireducens	19	10	10	4	32	2	6	2	19	781	11	79	38	2	27	107	5	4	27	4	9	234	10	5	9	15	1	47
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_sp._MZ1T	7	8	11	1	21	1	11	2	43	31	0	115	17	6	19	73	3	3	22	0	2	55	0	2	9	9	5	33
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Thauera|s__Thauera_sp._K11	21	14	31	7	39	35	2	0	373	81	9	179	30	29	111	724	41	8	35	3	22	186	7	11	65	5	46	52
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus	116	97	169	38	84	34	44	21	274	1001	44	856	278	52	239	666	80	18	115	74	50	942	69	55	228	56	63	155
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus|s__Azoarcus_olearius	18	10	24	0	2	4	9	3	31	37	10	97	19	0	33	75	9	0	10	21	7	140	6	0	41	3	0	11
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus|s__Azoarcus_communis	11	25	29	3	14	1	12	2	56	94	8	82	51	1	39	107	7	2	29	11	8	73	2	8	36	10	1	31
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus|s__Azoarcus_sp._BH72	4	4	13	0	6	0	0	0	14	168	0	58	2	0	17	0	3	1	0	0	0	223	7	10	5	6	0	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus|s__Azoarcus_sp._DN11	8	19	24	8	11	18	4	3	26	45	6	122	19	34	30	71	32	7	5	12	5	109	5	9	39	5	32	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus|s__Azoarcus_sp._SY39	8	9	8	8	12	0	4	2	28	58	5	71	20	6	14	75	7	2	9	3	9	29	8	5	14	6	13	25
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Zoogloeaceae|g__Azoarcus|s__Azoarcus_sp._CIB	10	7	19	3	6	0	8	3	26	423	6	161	13	4	20	60	5	1	40	0	6	85	30	5	45	4	3	17
