clade_name	A10	A11	A13	A14	A16	A17	A18	A19	A1	A2	A3	A4	A5	A6	A7	A8	A9	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Aquitalea|s__Aquitalea_sp._USM4	3	8	11	14	7	5	10	0	19	33	17	3	14	8	10	0	38	99	54	263	68	23	1	0	6	1	0	4	2	8	4	0	7	0	0	9	5
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Aquitalea|s__Aquitalea_sp._THG-DN7.12	8	9	9	4	39	2	8	5	37	19	5	17	2	4	6	4	31	267	142	876	245	66	2	1	3	3	0	36	1	5	12	1	3	0	3	9	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Vogesella	30	12	9	7	13	1	12	3	16	25	7	5	4	10	29	3	37	213	150	1785	279	534	3	2	14	6	4	11	2	5	21	6	5	1	0	10	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Vogesella|s__Vogesella_sp._LIG4	30	12	9	7	13	1	12	3	16	25	7	5	4	10	29	3	37	213	150	1785	279	534	3	2	14	6	4	11	2	5	21	6	5	1	0	10	4
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Iodobacter	15	8	21	2	10	3	8	4	46	38	6	45	17	48	7	1	18	275	66	224	125	36	4	15	20	7	4	20	19	15	21	6	14	4	18	16	9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Iodobacter|s__Iodobacter_sp._H11R3	15	8	21	2	10	3	8	4	46	38	6	45	17	48	7	1	18	275	66	224	125	36	4	15	20	7	4	20	19	15	21	6	14	4	18	16	9
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium	96	73	138	48	111	25	55	7	255	200	42	121	24	167	103	20	285	1270	810	2300	618	662	25	61	109	50	5	34	56	120	176	21	22	10	3	33	22
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_violaceum	5	15	22	1	14	4	4	1	36	14	4	14	4	34	7	10	24	236	130	401	112	24	1	3	16	6	0	4	5	21	7	0	4	3	0	6	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_rhizoryzae	21	14	9	4	23	0	13	0	48	20	11	19	7	6	10	1	89	263	176	622	107	53	2	11	26	5	0	6	6	6	29	2	2	1	3	3	2
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_vaccinii	32	14	39	18	29	0	13	1	63	38	13	29	0	56	26	0	66	320	87	235	108	24	3	11	11	7	3	4	17	47	63	3	8	2	0	7	14
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_sp._ATCC_53434	2	6	15	4	8	1	9	1	29	20	1	17	8	7	18	0	29	143	220	140	70	487	17	9	7	2	0	1	1	16	30	4	2	1	0	2	2
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_sp._IIBBL_274-1	4	8	12	6	7	0	8	0	23	24	0	27	0	8	11	0	30	110	113	328	133	39	0	25	42	27	0	0	21	21	30	8	0	0	0	9	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_sp._257-1	5	14	17	13	19	18	6	4	44	57	11	13	2	29	22	8	39	127	17	504	48	12	2	0	4	1	2	16	4	7	5	1	4	1	0	1	2
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae|g__Chromobacterium|s__Chromobacterium_sp._IIBBL_112-1	24	0	21	0	7	1	0	0	7	24	0	0	0	24	5	0	6	68	65	65	37	19	0	0	0	0	0	0	0	0	10	0	0	0	0	3	0
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae	60353	192523	410442	184145	469558	27097	483945	9149	622756	386447	67279	348239	105059	59251	223390	548	1281655	2751008	2940671	671017	3785524	486278	19679	12865	42420	305359	3121	127639	282196	433155	99714	7109	243041	48020	1732	104541	322992
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Chitinolyticbacter	7	5	19	7	12	4	6	0	12	24	8	1	4	28	13	1	15	136	162	384	38	197	0	15	8	2	2	1	2	8	16	5	1	0	0	5	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Chitinolyticbacter|s__Chitinolyticbacter_meiyuanensis	7	5	19	7	12	4	6	0	12	24	8	1	4	28	13	1	15	136	162	384	38	197	0	15	8	2	2	1	2	8	16	5	1	0	0	5	3
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Crenobacter	7	4	3	1	9	1	9	1	17	7	5	4	4	2	9	0	26	96	30	71	75	34	3	1	2	3	0	0	0	3	8	0	2	0	0	5	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Crenobacter|s__Crenobacter_cavernae	7	4	3	1	9	1	9	1	17	7	5	4	4	2	9	0	26	96	30	71	75	34	3	1	2	3	0	0	0	3	8	0	2	0	0	5	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|s__Neisseriaceae_bacterium_DSM_100970	8	21	22	1	8	0	5	0	44	25	6	22	10	15	3	24	15	203	162	631	67	45	5	26	31	12	0	12	17	12	55	16	4	1	23	9	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Snodgrassella	16	11	13	8	17	2	21	8	85	46	8	83	13	30	16	2	43	128	82	176	52	20	7	16	77	6	0	5	20	18	24	5	12	4	15	19	10
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Snodgrassella|s__Snodgrassella_alvi	16	11	13	8	17	2	21	8	85	46	8	83	13	30	16	2	43	128	82	176	52	20	7	16	77	6	0	5	20	18	24	5	12	4	15	19	10
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Vitreoscilla	58	28	69	27	58	5	23	10	186	149	25	110	25	93	25	10	82	615	365	2180	514	302	20	30	27	24	4	21	28	33	50	8	29	2	68	27	12
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Vitreoscilla|s__Vitreoscilla_filiformis	18	7	18	3	20	2	6	0	17	15	8	4	1	15	4	2	10	270	274	1812	299	275	2	8	5	9	0	6	10	8	18	2	1	1	21	7	1
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Vitreoscilla|s__Vitreoscilla_sp._C1	40	21	51	24	38	3	17	10	169	134	17	106	24	77	21	8	72	344	91	367	214	27	18	22	22	15	4	15	18	25	32	6	28	1	47	20	11
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella	582	144	124	128	487	122	219	126	760	1499	39	454	393	117	174	3	4320	1482	537	881	488	251	75	90	75	234	33	115	177	371	176	54	1849	623	59	483	1684
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Simonsiella|s__Simonsiella_muelleri	582	144	124	128	487	122	219	126	760	1499	39	454	393	117	174	3	4320	1482	537	881	488	251	75	90	75	234	33	115	177	371	176	54	1849	623	59	483	1684
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella	891	4993	3919	5734	18061	289	10994	429	7870	9035	748	5176	1608	1956	6536	45	10341	30318	11534	5399	19208	6748	275	348	396	665	55	444	716	2132	1320	85	2482	562	433	1349	5662
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_exigua	153	524	313	599	4102	56	1151	48	2052	1502	67	402	248	343	621	0	1407	2906	1305	1016	1601	983	46	51	95	182	5	65	125	348	172	21	287	66	133	183	1128
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Eikenella|s__Eikenella_corrodens	737	4469	3606	5135	13958	232	9842	380	5817	7532	680	4773	1360	1613	5915	45	8933	27412	10229	4382	17607	5765	229	296	300	483	50	379	590	1783	1148	63	2194	495	299	1166	4533
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella	2166	299	86	529	3285	113	1516	1494	5031	12551	173	2422	762	129	306	14	3868	1227	632	520	531	179	41	50	46	152	14	40	43	351	256	15	65	46	53	84	79
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella|s__Kingella_kingae	2166	299	86	529	3285	113	1516	1494	5031	12551	173	2422	762	129	306	14	3868	1227	632	520	531	179	41	50	46	152	14	40	43	351	256	15	65	46	53	84	79
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	56616	187017	406184	177708	447619	26559	471150	7079	608749	363109	66265	339964	102237	56878	216305	447	1262943	2716800	2927164	660773	3764547	478497	19251	12287	41755	304259	3012	127000	281192	430225	97806	6920	238595	46781	1077	102558	315527
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_zalophi	62	186	401	238	300	62	278	20	462	274	69	317	71	101	267	6	951	2437	1906	680	3095	405	27	32	73	170	7	42	107	161	115	17	296	59	14	127	274
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_weaveri	79	191	439	201	514	15	367	32	627	304	78	431	88	91	306	7	1506	1789	1929	811	3168	668	24	21	64	424	2	84	167	443	120	17	195	54	8	114	204
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_canis	80	225	601	366	497	47	662	22	650	292	98	534	119	149	387	57	1294	2771	2933	487	3990	406	25	89	69	110	11	70	212	249	267	32	549	40	9	145	452
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_zoodegmatis	85	228	516	290	467	25	546	20	586	207	90	487	83	40	439	0	1047	1846	1398	412	3071	517	37	54	67	68	6	76	96	320	109	95	353	62	26	187	311
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_animaloris	87	356	313	243	555	53	587	25	655	267	90	422	106	120	483	3	1413	2762	2191	770	4677	553	44	36	90	143	16	108	214	200	252	41	393	73	11	233	387
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_animalis	120	373	639	404	814	68	633	35	867	395	174	542	133	154	698	31	2584	2861	3464	1397	6837	921	39	80	78	655	24	89	80	357	169	10	484	98	15	219	517
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_gonorrhoeae	402	1789	2911	1245	3177	197	4299	165	5520	2023	504	3099	1716	710	2376	2	10348	27197	32357	4229	62262	8255	166	129	431	755	52	803	1341	2852	609	205	2164	427	14	1001	3352
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_polysaccharea	437	1921	2767	1259	2377	167	5741	270	5577	1599	378	3445	3204	1111	1344	5	8769	37892	18099	4537	21778	3161	130	57	442	537	112	512	866	1642	606	51	2394	367	17	863	2654
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_lactamica	843	4663	5494	2321	5020	287	8916	416	9189	3887	923	6204	5552	2352	2884	32	16434	47949	33017	7208	45788	9625	289	174	696	1121	96	2189	1031	3232	1136	107	4225	1053	141	1700	5315
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_cinerea	1042	15731	4393	1810	4448	308	45547	1724	39875	3057	985	16396	9750	5104	2272	4	15132	75167	33255	6001	42624	7517	165	100	914	1254	66	1199	1622	2976	891	69	6286	1273	122	1680	7119
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_flavescens	1542	3810	5474	2678	15278	950	11787	847	20174	4321	1621	6299	4538	1230	8654	13	115954	307768	304735	65531	207868	44151	1020	350	3330	8125	165	10944	10821	27242	7875	633	17366	5311	120	5516	24061
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_meningitidis	3153	12362	20118	8295	19737	1489	32979	1275	34636	13163	3462	21084	12525	6384	15018	90	85147	206407	196569	50518	233328	37093	1043	651	2658	8824	140	7032	6820	16921	5765	435	17002	3547	95	7377	19177
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp._10022	117	336	480	324	711	27	659	33	947	333	127	559	147	90	610	2	2338	4211	4233	973	6469	874	40	31	79	361	17	110	284	349	237	23	577	107	17	207	494
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp._10023	146	571	683	497	1031	85	1067	35	1194	491	166	650	167	149	839	4	2309	3896	3826	934	9348	1037	40	82	114	124	14	126	216	286	269	15	553	103	20	367	534
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp._KEM232	808	3211	3604	2554	4773	173	2874	35	3874	2795	364	2968	399	411	1659	18	9549	36043	7052	3597	13184	2585	65	137	192	441	63	114	178	837	852	21	820	211	45	509	986
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sp._oral_taxon_014	1638	33842	30289	32567	15174	1556	19164	116	14361	13550	3929	21725	8988	997	8809	5	34457	45840	33606	7069	76101	5922	3071	991	588	5326	65	866	2117	2694	1702	39	10323	601	16	5227	6951
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	7337	24101	16549	10973	104964	6158	56124	760	102589	16861	10297	27522	12561	8109	64306	66	690711	1711112	1985845	412581	1717996	309949	8637	1091	24815	263930	1320	95120	245801	342300	66685	4288	74997	25056	113	23964	108402
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_elongata	12165	10436	26192	14340	166312	2182	40722	229	129406	209622	4927	36483	5547	23266	25039	45	94196	72830	65233	34088	140645	21215	1033	1032	1208	3834	394	2249	3369	12447	5460	450	26284	4049	150	6690	83194
d__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_mucosa	26464	72675	284312	97093	101462	12699	238188	1010	237552	89659	37974	190789	36537	6302	79906	48	168793	126013	195509	58941	1162308	23633	3347	7141	5839	8047	436	5260	5839	14709	4678	366	73326	4281	117	46423	51133
d__Bacteria|g__Thermobaculum	3	1	11	3	8	0	2	1	20	13	6	5	9	18	4	4	4	376	129	52	23	298	3	3	3	6	0	7	7	16	14	0	2	7	44	10	1
d__Bacteria|g__Thermobaculum|s__Thermobaculum_terrenum	3	1	11	3	8	0	2	1	20	13	6	5	9	18	4	4	4	376	129	52	23	298	3	3	3	6	0	7	7	16	14	0	2	7	44	10	1
d__Bacteria|p__Armatimonadetes	65	26	74	9	26	18	6	8	94	139	35	44	20	96	14	55	15	485	258	1280	404	129	19	15	61	22	2	34	19	59	37	13	10	4	20	16	14
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	9	12	8	1	14	8	4	5	27	43	7	10	6	18	6	5	5	360	229	360	206	78	6	3	14	7	0	7	4	11	11	1	1	2	3	9	4
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	9	12	8	1	14	8	4	5	27	43	7	10	6	18	6	5	5	360	229	360	206	78	6	3	14	7	0	7	4	11	11	1	1	2	3	9	4
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	9	12	8	1	14	8	4	5	27	43	7	10	6	18	6	5	5	360	229	360	206	78	6	3	14	7	0	7	4	11	11	1	1	2	3	9	4
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas	9	12	8	1	14	8	4	5	27	43	7	10	6	18	6	5	5	360	229	360	206	78	6	3	14	7	0	7	4	11	11	1	1	2	3	9	4
d__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas|s__Chthonomonas_calidirosea	9	12	8	1	14	8	4	5	27	43	7	10	6	18	6	5	5	360	229	360	206	78	6	3	14	7	0	7	4	11	11	1	1	2	3	9	4
d__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	12	3	25	1	3	7	0	1	27	18	5	6	2	36	3	2	7	64	12	198	31	26	4	7	8	8	1	21	5	36	8	7	4	0	12	2	2
d__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales	12	3	25	1	3	7	0	1	27	18	5	6	2	36	3	2	7	64	12	198	31	26	4	7	8	8	1	21	5	36	8	7	4	0	12	2	2
d__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae	12	3	25	1	3	7	0	1	27	18	5	6	2	36	3	2	7	64	12	198	31	26	4	7	8	8	1	21	5	36	8	7	4	0	12	2	2
d__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Fimbriimonas	12	3	25	1	3	7	0	1	27	18	5	6	2	36	3	2	7	64	12	198	31	26	4	7	8	8	1	21	5	36	8	7	4	0	12	2	2
d__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Fimbriimonas|s__Fimbriimonas_ginsengisoli	12	3	25	1	3	7	0	1	27	18	5	6	2	36	3	2	7	64	12	198	31	26	4	7	8	8	1	21	5	36	8	7	4	0	12	2	2
d__Bacteria|p__Armatimonadetes|s__Armatimonadetes_bacterium_Uphvl-Ar1	16	4	35	2	1	2	1	1	4	68	5	12	2	26	2	17	1	35	4	443	130	4	8	4	33	5	1	5	9	7	11	5	2	0	5	3	5
d__Bacteria|p__Armatimonadetes|s__Armatimonadetes_bacterium_Uphvl-Ar2	28	7	6	5	8	1	1	1	36	10	18	16	10	16	3	31	2	26	13	279	37	21	1	1	6	2	0	1	1	5	7	0	3	2	0	2	3
d__Bacteria|p__Deinococcus-Thermus	412	117	583	83	141	91	70	30	691	917	177	278	140	716	146	174	172	5900	3809	12338	4343	2024	73	147	466	158	20	168	215	394	487	109	49	17	63	157	102
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci	412	117	583	83	141	91	70	30	691	917	177	278	140	716	146	174	172	5900	3809	12338	4343	2024	73	147	466	158	20	168	215	394	487	109	49	17	63	157	102
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales	95	37	118	22	54	5	29	12	247	248	47	111	47	126	48	33	45	1933	1395	3472	989	334	18	35	134	42	5	38	78	110	116	35	15	6	24	42	43
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae	95	37	118	22	54	5	29	12	247	248	47	111	47	126	48	33	45	1933	1395	3472	989	334	18	35	134	42	5	38	78	110	116	35	15	6	24	42	43
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus	7	3	10	5	14	0	9	6	51	48	9	51	13	31	3	3	13	958	578	1188	453	46	4	3	46	7	0	10	7	57	29	3	0	2	10	15	7
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Meiothermus_silvanus	3	1	6	2	8	0	6	2	14	24	5	19	3	19	2	1	12	439	441	703	214	28	2	1	3	4	0	5	4	8	10	1	0	2	5	8	3
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Meiothermus|s__Meiothermus_ruber	4	2	4	3	6	0	3	4	36	23	4	31	10	11	1	2	1	518	137	485	238	18	2	2	43	3	0	5	3	49	19	2	0	0	5	7	4
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Marinithermus	27	3	12	2	10	1	3	0	24	18	2	3	2	6	5	1	0	37	25	706	60	27	0	5	7	2	0	3	12	4	12	0	2	0	1	2	5
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Marinithermus|s__Marinithermus_hydrothermalis	27	3	12	2	10	1	3	0	24	18	2	3	2	6	5	1	0	37	25	706	60	27	0	5	7	2	0	3	12	4	12	0	2	0	1	2	5
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus	30	27	60	11	28	3	13	4	136	149	28	50	27	69	16	27	25	853	691	1441	462	233	12	17	68	24	2	22	41	30	56	29	12	2	13	21	29
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_parvatiensis	0	0	12	0	0	0	0	0	18	3	3	0	4	0	0	0	3	28	0	90	0	0	1	0	7	1	0	0	1	6	0	0	4	0	0	1	0
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_brockianus	0	2	7	0	0	1	0	0	3	25	2	0	4	4	0	1	1	97	69	74	37	19	2	1	22	3	0	3	1	1	6	0	0	1	0	2	2
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_sp._CCB_US3_UF1	0	6	2	0	3	0	3	0	5	15	2	1	1	2	1	0	9	89	39	346	89	31	1	1	5	0	0	2	15	2	12	7	1	0	3	3	4
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_scotoductus	2	1	12	0	1	1	0	0	15	5	8	4	3	7	1	6	0	119	241	114	70	21	1	1	3	1	0	2	1	3	7	0	0	0	0	2	1
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_sp._YIM_78456	2	2	4	2	1	0	1	3	15	20	0	8	2	3	0	0	0	65	8	78	8	44	0	3	6	1	2	0	2	3	6	0	0	0	1	3	5
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_aquaticus	4	4	1	1	2	0	3	0	14	11	1	4	1	16	1	1	5	58	205	390	81	22	1	0	1	0	0	6	3	4	9	1	6	0	1	4	4
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_thermophilus	13	8	4	8	13	0	3	1	53	42	4	27	9	14	11	9	3	359	115	290	143	71	4	8	16	12	0	4	16	6	11	14	0	0	6	4	7
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Thermus|s__Thermus_oshimai	7	3	16	0	6	0	1	0	10	24	7	5	1	20	1	10	2	34	11	55	32	22	1	1	5	5	0	2	0	2	1	6	0	1	1	1	3
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Oceanithermus	31	4	34	2	2	0	2	2	35	32	7	5	4	20	24	2	5	84	100	136	13	27	2	9	13	9	3	2	18	18	19	3	1	2	0	4	2
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Thermales|f__Thermaceae|g__Oceanithermus|s__Oceanithermus_profundus	31	4	34	2	2	0	2	2	35	32	7	5	4	20	24	2	5	84	100	136	13	27	2	9	13	9	3	2	18	18	19	3	1	2	0	4	2
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales	316	80	465	61	86	86	41	17	444	669	130	167	93	589	98	140	127	3966	2413	8865	3354	1690	55	112	332	116	15	130	137	284	370	74	33	11	39	115	58
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae	21	1	60	0	3	8	0	1	40	54	10	7	4	61	9	4	7	74	31	94	143	34	1	1	2	1	1	0	1	8	12	5	0	0	0	1	2
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae|g__Truepera	21	1	60	0	3	8	0	1	40	54	10	7	4	61	9	4	7	74	31	94	143	34	1	1	2	1	1	0	1	8	12	5	0	0	0	1	2
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Trueperaceae|g__Truepera|s__Truepera_radiovictrix	21	1	60	0	3	8	0	1	40	54	10	7	4	61	9	4	7	74	31	94	143	34	1	1	2	1	1	0	1	8	12	5	0	0	0	1	2
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae	295	79	405	61	83	78	41	16	404	615	120	160	89	528	89	136	120	3892	2382	8771	3211	1656	54	111	330	115	14	130	136	276	358	69	33	11	39	114	56
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus	295	79	405	61	83	78	41	16	404	615	120	160	89	528	89	136	120	3892	2382	8771	3211	1656	54	111	330	115	14	130	136	276	358	69	33	11	39	114	56
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_swuensis	8	6	27	4	1	2	1	1	20	36	7	15	1	31	3	4	7	79	50	67	23	54	4	0	1	1	3	0	4	6	17	5	1	0	0	1	6
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_deserti	10	0	11	5	3	2	4	1	14	13	4	3	1	21	3	0	3	166	148	2136	82	196	4	25	38	4	0	5	5	8	15	4	0	1	1	4	2
d__Bacteria|p__Deinococcus-Thermus|c__Deinococci|o__Deinococcales|f__Deinococcaceae|g__Deinococcus|s__Deinococcus_peraridilitoris	10	5	13	5	2	2	1	0	14	39	7	6	6	32	5	0	4	53	60	412	164	54	0	8	10	4	1	7	12	7	10	0	1	1	4	8	4
